"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties"
"CHEMBL4785240";"";"None";"302.42";"0";"2.71";"36";"CCN(C)C(=O)OC1CCN(C2Cc3ccccc3C2)CC1";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4769581";"Inhibition of human recombinant microsomal MAO-B expressed in baculovirus-infected BTI-TN-5B1-4 cells assessed as inhibition of H2O2 production using p-tyramine as substrate preincubated for 15 mins followed by substrate addition by Amplex Red reagent based fluorescence analysis";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"BTI-TN-5B1-4";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4765308";"1";"Scientific Literature";"Eur J Med Chem";"2020";"None";"TIME = 0.25 hr"
"CHEMBL1173525";"";"None";"240.27";"0";"1.51";"3f";"CN1C(=N)NC(=O)/C1=C\c1c[nH]c2ccccc12";"IC50";"'='";"43167.0";"nM";"4.37";"";"";"UO_0000065";"18.17";"0.33";"2.85";"6.06";"0";"CHEMBL2060937";"Inhibition of human recombinant MAO-B using kynuramine as substrate preincubated with compound for 15 mins measured after 20 mins by fluorometric analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2057107";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2012";"None";""
"CHEMBL2058153";"";"None";"305.13";"0";"1.93";"3d";"N=C1NC(=O)/C(=C/c2c[nH]c3cc(Br)ccc23)N1";"IC50";"'='";"25333.0";"nM";"4.60";"";"";"UO_0000065";"15.06";"0.35";"2.67";"5.69";"0";"CHEMBL2060937";"Inhibition of human recombinant MAO-B using kynuramine as substrate preincubated with compound for 15 mins measured after 20 mins by fluorometric analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2057107";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2012";"None";""
"CHEMBL1835231";"";"None";"345.19";"0";"4.54";"15";"COc1ccc(-c2cc3cc(C)ccc3oc2=O)cc1Br";"IC50";"'='";"0.74";"nM";"9.13";"";"";"UO_0000065";"26.45";"0.59";"4.59";"23.15";"0";"CHEMBL1838814";"Inhibition of human recombinant MAO-B expressed in insect BT1-TN-5B1-4 cells assessed as production of hydrogen peroxide from p-tyramine up to 15 mins by amplex red-based fluorometric assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1833810";"1";"Scientific Literature";"J Med Chem";"2011";"None";""
"CHEMBL3121863";"";"None";"356.42";"0";"4.65";"50";"COC(=O)c1cc2ccc(OC/C=C(\C)CCC=C(C)C)cc2oc1=O";"IC50";"'='";"78.9";"nM";"7.10";"";"";"UO_0000065";"19.93";"0.37";"2.45";"10.80";"0";"CHEMBL3122614";"Inhibition of human recombinant MAO-B expressed in baculovirus infected insect cells assessed as hydrogen peroxide production using p-tyramine as substrate incubated for 30 mins prior to substrate addition measured for 45 mins by Amplex Red monoamine oxidase assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3120072";"1";"Scientific Literature";"Bioorg Med Chem";"2014";"None";""
"CHEMBL3121792";"";"None";"348.40";"0";"4.65";"44";"C#CCCCCOc1ccc2cc(-c3ccc(OC)cc3)c(=O)oc2c1";"IC50";"'='";"2.96";"nM";"8.53";"";"";"UO_0000065";"24.48";"0.45";"3.88";"17.52";"0";"CHEMBL3122614";"Inhibition of human recombinant MAO-B expressed in baculovirus infected insect cells assessed as hydrogen peroxide production using p-tyramine as substrate incubated for 30 mins prior to substrate addition measured for 45 mins by Amplex Red monoamine oxidase assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3120072";"1";"Scientific Literature";"Bioorg Med Chem";"2014";"None";""
"CHEMBL2058694";"";"None";"322.19";"0";"2.28";"5b";"O=C1NC(=S)N/C1=C\c1c[nH]c2cccc(Br)c12";"IC50";"'='";"450.0";"nM";"6.35";"";"";"UO_0000065";"19.70";"0.48";"4.07";"11.15";"0";"CHEMBL2060937";"Inhibition of human recombinant MAO-B using kynuramine as substrate preincubated with compound for 15 mins measured after 20 mins by fluorometric analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2057107";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2012";"None";""
"CHEMBL2058704";"";"None";"319.16";"0";"1.98";"7c";"C/N=C1\NC(=O)/C(=C/c2c[nH]c3ccc(Br)cc23)N1";"IC50";"'='";"2000.0";"nM";"5.70";"";"";"UO_0000065";"17.86";"0.41";"3.72";"8.23";"0";"CHEMBL2060937";"Inhibition of human recombinant MAO-B using kynuramine as substrate preincubated with compound for 15 mins measured after 20 mins by fluorometric analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2057107";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2012";"None";""
"CHEMBL279390";"LAZABEMIDE";"-1.0";"199.64";"0";"0.42";"Laz";"NCCNC(=O)c1ccc(Cl)cn1";"IC50";"'='";"91.0";"nM";"7.04";"";"";"UO_0000065";"35.27";"0.74";"6.62";"10.35";"1";"CHEMBL2433708";"Reversible inhibition of recombinant human MAO-B assessed as inhibition of kynuramine conversion to fluorescent metabolite 4-hydroxyquinoline after 20 mins by fluorescence spectrophotometry";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2429846";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2013";"None";""
"CHEMBL3799747";"";"None";"331.33";"0";"2.93";"2g";"COc1ccc(-c2c(C=O)c3cc(C#N)c(C#N)cc3n2OC)cc1";"IC50";"'>'";"100000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3801874";"Inhibition of human recombinant MAO-B using kynuramine as substrate incubated for 20 mins by fluorescence spectrophotometric analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3797064";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2016";"None";""
"CHEMBL4114950";"";"None";"374.45";"1";"5.09";"BDBM254577";"N[C@H]1CC[C@@H](N[C@H]2C[C@@H]2c2ccc(-c3cccc(C(F)(F)F)c3)cc2)CC1";"IC50";"'='";"2270.0";"nM";"5.64";"";"443192";"UO_0000065";"15.07";"0.29";"0.55";"14.83";"0";"CHEMBL3887028";"Fluorescence-Based (Inhibitor)-Screening Assay: In order to monitor MAO enzymatic activities and/or their inhibition rate by inhibitor(s) of interest, a fluorescence-based (inhibitor)-screening assay was set up. 3-(2-Aminophenyl)-3-oxopropanamine (kynuramine dihydrobromide, Sigma Aldrich), a non fluorescent compound was chosen as a substrate. Kynuramine is a non-specific substrate for both MAO-A and MAO-B activities. While undergoing oxidative deamination by MAO activities, kynuramine is converted into 4-hydroxyquinoline (4-HQ), a resulting fluorescent product.The monoamine oxidase activity was estimated by measuring the conversion of kynuramine into 4-hydroxyquinoline. Assays were conducted in 96-well black plates with clear bottom (Corning) in a final volume of 100 uL. The assay buffer was 100 mM HEPES, pH 7.5. Each experiment was performed in duplicate within the same experiment.Briefly, a fixed amount of MAO (0.25 ug for MAO-A and 0.5 ug for MAO-B) was incubated on ice for 15 minutes in the reaction buffer, in the absence and/or in the presence of at least eight 3-fold serial dilutions each. Clorgyline and Deprenyl (Sigma Aldrich) was used as a control for specific inhibition of MAO-A and MAO-B respectively. After leaving the enzyme(s) interacting with the inhibitor, KM of kynuramine was added to each reaction for MAO-B and MAO-A assay respectively, and the reaction was left for 1 hour at 37° C. in the dark. The oxidative deamination of the substrate was stopped by adding 50 uL of NaOH 2N. The conversion of kynuramine to 4-hydroxyquinoline, was monitored by fluorescence (excitation at 320 nm, emission at 360 nm) using a microplate reader (Infinite 200, Tecan). Arbitrary units were used to measure levels of fluorescence produced in the absence and/or in the presence of inhibitor. The maximum of oxidative deamination activity was obtained by measuring the amount of 4-hydroxyquinoline formed from kynuramine deamination in the absence of inhibitor and corrected for background fluorescence in the absence of MAO enzymes. The IC50 values of each inhibitor were calculated with GraphPad Prism Software.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3886143";"37";"BindingDB Database";"";"2016";"None";""
"CHEMBL1806767";"";"None";"364.79";"0";"1.08";"5m";"Cn1c(=O)c2c(nc(OCCOc3ccc(Cl)cc3)n2C)n(C)c1=O";"IC50";"'='";"183.0";"nM";"6.74";"";"";"UO_0000065";"18.47";"0.37";"5.66";"8.39";"0";"CHEMBL1810271";"Inhibition of recombinant human MAOB expressed in baculovirus infected insect cell microsomes using kynuramine as substrate assessed as formation of 4-hydroxyquinoline after 20 mins by fluorescence spectrophotometry";"B";"BAO_0000251";"microsome format";"Homo sapiens";"None";"None";"None";"Microsome";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1806454";"1";"Scientific Literature";"Eur J Med Chem";"2011";"None";""
"CHEMBL1830827";"";"None";"365.17";"0";"4.38";"51";"O=C(O)c1cc2ccc(OCc3ccc(Cl)c(Cl)c3)cc2oc1=O";"IC50";"'='";"410.0";"nM";"6.39";"";"";"UO_0000065";"17.49";"0.36";"2.01";"8.32";"0";"CHEMBL1833115";"Inhibition of human recombinant MAO-B expressed in baculovirus infected BTI-TN-5B1-4 cells assessed as production of hydrogen peroxide from p-tyramine after 15 mins by microplate fluorescence assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"BTI-TN-5B1-4";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1828496";"1";"Scientific Literature";"Eur J Med Chem";"2011";"CHEMBL3833782";""
"CHEMBL3121866";"";"None";"301.30";"0";"1.18";"53";"C#CCNCCOc1ccc2cc(C(=O)OC)c(=O)oc2c1";"IC50";"'='";"377.0";"nM";"6.42";"";"";"UO_0000065";"21.32";"0.40";"5.24";"8.26";"0";"CHEMBL3122614";"Inhibition of human recombinant MAO-B expressed in baculovirus infected insect cells assessed as hydrogen peroxide production using p-tyramine as substrate incubated for 30 mins prior to substrate addition measured for 45 mins by Amplex Red monoamine oxidase assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3120072";"1";"Scientific Literature";"Bioorg Med Chem";"2014";"None";""
"CHEMBL3121865";"";"None";"304.34";"0";"3.54";"52";"CCCCCCOc1ccc2cc(C(=O)OC)c(=O)oc2c1";"IC50";"'='";"0.875";"nM";"9.06";"";"";"UO_0000065";"29.76";"0.56";"5.52";"13.78";"0";"CHEMBL3122614";"Inhibition of human recombinant MAO-B expressed in baculovirus infected insect cells assessed as hydrogen peroxide production using p-tyramine as substrate incubated for 30 mins prior to substrate addition measured for 45 mins by Amplex Red monoamine oxidase assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3120072";"1";"Scientific Literature";"Bioorg Med Chem";"2014";"None";""
"CHEMBL3121864";"";"None";"356.42";"0";"4.65";"51";"COC(=O)c1cc2cc(OC/C=C(\C)CCC=C(C)C)ccc2oc1=O";"IC50";"'='";"325.0";"nM";"6.49";"";"";"UO_0000065";"18.20";"0.34";"1.84";"9.87";"0";"CHEMBL3122614";"Inhibition of human recombinant MAO-B expressed in baculovirus infected insect cells assessed as hydrogen peroxide production using p-tyramine as substrate incubated for 30 mins prior to substrate addition measured for 45 mins by Amplex Red monoamine oxidase assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3120072";"1";"Scientific Literature";"Bioorg Med Chem";"2014";"None";""
"CHEMBL3629470";"";"None";"498.53";"1";"5.89";"D5";"COc1ccc(/C=C/c2cc(OC)cc(OC)c2/C=C/C(=O)c2cc3c(OC)cccc3oc2=O)cc1";"IC50";"'='";"14500.0";"nM";"4.84";"";"";"UO_0000065";"9.71";"0.18";"-1.05";"5.75";"0";"CHEMBL3630541";"Inhibition of recombinant human MAOB using p-tyramine as substrate assessed as H2O2 production preincubated for 15 mins followed by substrate addition by fluorometric analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3627677";"1";"Scientific Literature";"Eur J Med Chem";"2015";"None";""
"CHEMBL3121791";"";"None";"256.30";"0";"3.28";"43";"C#CCCCCOc1ccc2c(C)cc(=O)oc2c1";"IC50";"'='";"0.77";"nM";"9.11";"";"";"UO_0000065";"35.56";"0.66";"5.83";"23.11";"0";"CHEMBL3122614";"Inhibition of human recombinant MAO-B expressed in baculovirus infected insect cells assessed as hydrogen peroxide production using p-tyramine as substrate incubated for 30 mins prior to substrate addition measured for 45 mins by Amplex Red monoamine oxidase assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3120072";"1";"Scientific Literature";"Bioorg Med Chem";"2014";"None";""
"CHEMBL3121781";"";"None";"285.30";"0";"2.54";"33";"C#CCCCOc1ccc2cc(NC(C)=O)c(=O)oc2c1";"IC50";"'='";"43.6";"nM";"7.36";"";"";"UO_0000065";"25.80";"0.48";"4.82";"10.74";"0";"CHEMBL3122614";"Inhibition of human recombinant MAO-B expressed in baculovirus infected insect cells assessed as hydrogen peroxide production using p-tyramine as substrate incubated for 30 mins prior to substrate addition measured for 45 mins by Amplex Red monoamine oxidase assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3120072";"1";"Scientific Literature";"Bioorg Med Chem";"2014";"None";""
"CHEMBL519426";"";"None";"274.27";"0";"2.30";"13";"COc1c(OC2CCCC2=O)ccc2ccc(=O)oc12";"IC50";"'='";"856000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL965567";"Inhibition of human recombinant MAOB by fluorimetric method";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1152129";"1";"Scientific Literature";"J Med Chem";"2008";"None";""
"CHEMBL1766619";"";"None";"339.60";"1";"5.34";"2e";"O=c1c(Cc2ccc(Cl)cc2)coc2cc(Cl)cc(Cl)c12";"IC50";"'='";"238.6";"nM";"6.62";"";"";"UO_0000065";"19.50";"0.43";"1.28";"21.92";"0";"CHEMBL1769015";"Inhibition of human recombinant MAO-B expressed in baculovirus infected BTI-TN-5B1-4 insect sells assessed as hydrogen peroxide production by fluorimetric method";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"BTI-TN-5B1-4";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1765017";"1";"Scientific Literature";"J Med Chem";"2011";"CHEMBL3833782";""
"CHEMBL972";"SELEGILINE";"4.0";"187.29";"0";"2.18";"Selegiline";"C#CCN(C)[C@H](C)Cc1ccccc1";"IC50";"'='";"19.6";"nM";"7.71";"";"";"UO_0000065";"41.15";"0.75";"5.53";"237.89";"1";"CHEMBL1769015";"Inhibition of human recombinant MAO-B expressed in baculovirus infected BTI-TN-5B1-4 insect sells assessed as hydrogen peroxide production by fluorimetric method";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"BTI-TN-5B1-4";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1765017";"1";"Scientific Literature";"J Med Chem";"2011";"CHEMBL3833782";""
"CHEMBL4205890";"";"None";"333.39";"0";"3.31";"4a";"C#CCN(CCOc1ccc2ccc(=O)oc2c1)Cc1ccccc1";"IC50";"'='";"8298.0";"nM";"5.08";"";"";"UO_0000065";"15.24";"0.28";"1.77";"11.90";"0";"CHEMBL4192761";"Inhibition of recombinant human MAO-B using p-tyramine as substrate preincubated for 15 mins followed by substrate addition measured after 20 mins by amplex red reagent based fluorescence assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4190276";"1";"Scientific Literature";"Eur J Med Chem";"2017";"None";""
"CHEMBL4216262";"";"None";"375.47";"0";"4.40";"4p";"C#CCN(CCCCOc1ccc2ccc(=O)oc2c1)Cc1ccc(C)cc1";"IC50";"'='";"1676.0";"nM";"5.78";"";"";"UO_0000065";"15.38";"0.28";"1.38";"13.53";"0";"CHEMBL4192761";"Inhibition of recombinant human MAO-B using p-tyramine as substrate preincubated for 15 mins followed by substrate addition measured after 20 mins by amplex red reagent based fluorescence assay";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4190276";"1";"Scientific Literature";"Eur J Med Chem";"2017";"None";""
"CHEMBL8706";"CLORGILINE";"-1.0";"272.18";"0";"3.33";"Clorgiline";"C#CCN(C)CCCOc1ccc(Cl)cc1Cl";"IC50";"";"";"";"";"";"Not Determined";"";"";"";"";"";"0";"CHEMBL4709937";"Inhibition of recombinant human MAO-B expressed in baculovirus infected BTI cells using p-tyramine as substrate by fluorometric assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"BTI";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4706551";"1";"Scientific Literature";"Eur J Med Chem";"2020";"None";""
"CHEMBL2093957";"";"None";"187.65";"0";"1.58";"6b(Cis)";"Cl.N[C@@H]1C[C@]1(F)c1ccccc1";"IC50";"'='";"190.0";"nM";"6.72";"";"";"UO_0000065";"44.46";"0.83";"5.14";"25.83";"0";"CHEMBL814337";"Compound was evaluated for inhibition of Microbial tyramine oxidase; irreversible (weak)";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1148448";"1";"Scientific Literature";"J Med Chem";"2004";"None";""
"CHEMBL3288300";"";"None";"266.34";"0";"4.09";"6j";"Cc1ccc(COc2ccc3c(c2)CCCC3=O)cc1";"IC50";"'='";"11.0";"nM";"7.96";"";"";"UO_0000065";"29.88";"0.54";"3.87";"30.26";"0";"CHEMBL3292882";"Inhibition of recombinant human MAO-B using kynuramine as substrate assessed as 4-hydroxyquinoline production after 30 mins by fluorescence spectrophotometry analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3286387";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2014";"None";""
"CHEMBL2334496";"";"None";"517.63";"1";"3.21";"8k";"CC(C)(C)OC(=O)N1CCN(C(=S)SCc2cn(Cc3cc(=O)oc4cc(O)ccc34)nn2)CC1";"IC50";"'>'";"1250000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3134845";"Inhibition of MAO-B (unknown origin)";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3132841";"1";"Scientific Literature";"Medchemcomm";"2014";"None";""
"CHEMBL3121775";"";"None";"286.28";"0";"2.37";"26";"C#CCCCOc1ccc2cc(C(=O)OC)c(=O)oc2c1";"IC50";"'='";"82.4";"nM";"7.08";"";"";"UO_0000065";"24.75";"0.46";"4.71";"10.78";"0";"CHEMBL3122614";"Inhibition of human recombinant MAO-B expressed in baculovirus infected insect cells assessed as hydrogen peroxide production using p-tyramine as substrate incubated for 30 mins prior to substrate addition measured for 45 mins by Amplex Red monoamine oxidase assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3120072";"1";"Scientific Literature";"Bioorg Med Chem";"2014";"None";""
"CHEMBL3319255";"";"None";"320.18";"0";"3.80";"37";"O=C(NCc1ccc(Cl)c(Cl)c1)c1ccc2[nH]ncc2c1";"IC50";"'='";"388.0";"nM";"6.41";"";"";"UO_0000065";"20.02";"0.42";"2.61";"11.10";"0";"CHEMBL3364094";"Inhibition of human recombinant MAO-B expressed in baculovirus-infected insect cells using p-tyraimne substrate";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3352205";"1";"Scientific Literature";"J Med Chem";"2014";"None";""
"CHEMBL4239660";"";"None";"382.29";"0";"4.52";"10k";"C[C@H](Cc1ccc(OCc2ccc(Cl)c(Cl)c2)cc1)N(C)CC(=O)O";"IC50";"'='";"218.0";"nM";"6.66";"";"";"UO_0000065";"17.43";"0.36";"2.14";"13.38";"0";"CHEMBL4233812";"Inhibition of human recombinant MAO-B expressed in baculovirus infected BTI-TN-5B1-4 insect cells using benzylamine as substrate preincubated for 1 hr followed by substrate addition and measured after 30 mins by resazurin dye-based fluorescence assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"BTI-TN-5B1-4";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4229446";"1";"Scientific Literature";"J Med Chem";"2018";"None";""
"CHEMBL2058700";"";"None";"336.21";"0";"3.12";"6d";"CSC1=NC(=O)/C(=C/c2c[nH]c3cc(Br)ccc23)N1";"IC50";"'='";"1417.0";"nM";"5.85";"";"";"UO_0000065";"17.40";"0.42";"2.73";"10.22";"0";"CHEMBL2060937";"Inhibition of human recombinant MAO-B using kynuramine as substrate preincubated with compound for 15 mins measured after 20 mins by fluorometric analysis";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL2057107";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2012";"None";""
"CHEMBL484410";"";"None";"449.43";"0";"4.78";"55";"COc1ccc(NC(=O)c2cc3ccc(OCc4ccc(F)cc4)cc3oc2=O)cc1OC";"IC50";"'='";"2870.0";"nM";"5.54";"";"";"UO_0000065";"12.33";"0.23";"0.76";"6.37";"0";"CHEMBL964042";"Inhibition of human recombinant MAOB expressed in BTI-TN-5B1-4 cells assessed as effect on H2O2 production from para-tyramine by fluorimetric method";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"BTI-TN-5B1-4";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153941";"1";"Scientific Literature";"J Med Chem";"2009";"CHEMBL3833782";""
"CHEMBL3299042";"";"None";"263.37";"0";"2.49";"7";"CC1=C(/C=N/N=C2/NC(=O)CS2)C(C)(C)CC=C1";"IC50";"'='";"168000.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL3301305";"Inhibition of recombinant human MAO-B expressed in insect cells assessed as inhibition of oxidation of kynuramine to 4-hydroxyquinoline after 20 mins by fluorescence spectrophotometry";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL3297678";"1";"Scientific Literature";"Eur J Med Chem";"2014";"None";""
"CHEMBL4237226";"";"None";"371.43";"0";"3.00";"10o";"COC(=O)c1ccc(COc2ccc(C[C@@H](C)N(C)CC(=O)O)cc2)cc1";"IC50";"'='";"360579.0";"nM";"";"Outside typical range";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4233812";"Inhibition of human recombinant MAO-B expressed in baculovirus infected BTI-TN-5B1-4 insect cells using benzylamine as substrate preincubated for 1 hr followed by substrate addition and measured after 30 mins by resazurin dye-based fluorescence assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"BTI-TN-5B1-4";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4229446";"1";"Scientific Literature";"J Med Chem";"2018";"None";""
"CHEMBL4077879";"";"None";"308.38";"0";"2.80";"TM-1";"CCN(CCN1C(=O)c2ccccc2C1=O)Cc1ccccc1";"IC50";"'='";"8300.0";"nM";"5.08";"";"";"UO_0000065";"16.48";"0.30";"2.28";"12.51";"0";"CHEMBL4048089";"Inhibition of human recombinant MAO-B expressed in baculovirus infected BTI insect cells using kynuramine as substrate after 30 mins by fluorescence assay";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL2039";"Monoamine oxidase B";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4043275";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2017";"None";""
